,date,code,pcs_m,quantity,location,loc_date
25746,2017-02-01,G22,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25747,2017-02-01,G67,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25748,2017-02-01,G156,0.15,4,cordova-creek,"('cordova-creek', '2017-02-01')"
25749,2017-02-01,G25,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25750,2017-02-01,G79,0.33,9,cordova-creek,"('cordova-creek', '2017-02-01')"
25751,2017-02-01,G177,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25752,2017-02-01,G3,0.22,6,cordova-creek,"('cordova-creek', '2017-02-01')"
25753,2017-02-01,G82,0.33,9,cordova-creek,"('cordova-creek', '2017-02-01')"
25754,2017-02-01,G191,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25755,2017-02-01,G33,0.19,5,cordova-creek,"('cordova-creek', '2017-02-01')"
25756,2017-02-01,G96,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25757,2017-02-01,G124,0.15,4,cordova-creek,"('cordova-creek', '2017-02-01')"
25758,2017-02-01,G200,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25759,2017-02-01,G49,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25760,2017-02-01,G145,0.19,5,cordova-creek,"('cordova-creek', '2017-02-01')"
25761,2017-02-01,G211,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25762,2017-02-01,G59,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25763,2017-02-01,G154,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25764,2017-02-01,G24,0.19,5,cordova-creek,"('cordova-creek', '2017-02-01')"
25765,2017-02-01,G71,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25766,2017-02-01,G175,0.15,4,cordova-creek,"('cordova-creek', '2017-02-01')"
25767,2017-02-01,G28,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25768,2017-02-01,G80,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25769,2017-02-01,G182,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25770,2017-02-01,G32,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25771,2017-02-01,G89,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25772,2017-02-01,G101,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25773,2017-02-01,G199,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25774,2017-02-01,G4,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25775,2017-02-01,G131,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25776,2017-02-01,G21,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25777,2017-02-01,G52,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25778,2017-02-01,G153,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25779,2017-02-01,G23,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25780,2017-02-01,G7,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25781,2017-02-01,G158,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25782,2017-02-01,G27,0.26,7,cordova-creek,"('cordova-creek', '2017-02-01')"
25783,2017-02-01,G8,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25784,2017-02-01,G178,0.33,9,cordova-creek,"('cordova-creek', '2017-02-01')"
25785,2017-02-01,G30,1.74,47,cordova-creek,"('cordova-creek', '2017-02-01')"
25786,2017-02-01,G87,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25787,2017-01-25,G153,0.19,5,cordova-creek,"('cordova-creek', '2017-01-25')"
25788,2017-01-25,G3,0.22,6,cordova-creek,"('cordova-creek', '2017-01-25')"
25789,2017-01-25,G10,0.15,4,cordova-creek,"('cordova-creek', '2017-01-25')"
25790,2017-01-25,G175,0.44,12,cordova-creek,"('cordova-creek', '2017-01-25')"
25791,2017-01-25,G34,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25792,2017-01-25,G198,0.07,2,cordova-creek,"('cordova-creek', '2017-01-25')"
25793,2017-01-25,G49,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25794,2017-01-25,G21,0.15,4,cordova-creek,"('cordova-creek', '2017-01-25')"
25795,2017-01-25,G67,0.11,3,cordova-creek,"('cordova-creek', '2017-01-25')"
25796,2017-01-25,G131,0.07,2,cordova-creek,"('cordova-creek', '2017-01-25')"
25797,2017-01-25,G24,0.3,8,cordova-creek,"('cordova-creek', '2017-01-25')"
25798,2017-01-25,G82,1.96,53,cordova-creek,"('cordova-creek', '2017-01-25')"
25799,2017-01-25,G152,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25800,2017-01-25,G28,0.11,3,cordova-creek,"('cordova-creek', '2017-01-25')"
25801,2017-01-25,G90,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25802,2017-01-25,G172,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25803,2017-01-25,G33,0.07,2,cordova-creek,"('cordova-creek', '2017-01-25')"
25804,2017-01-25,G178,0.33,9,cordova-creek,"('cordova-creek', '2017-01-25')"
25805,2017-01-25,G4,0.07,2,cordova-creek,"('cordova-creek', '2017-01-25')"
25806,2017-01-25,G200,0.19,5,cordova-creek,"('cordova-creek', '2017-01-25')"
25807,2017-01-25,G59,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25808,2017-01-25,G13,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25809,2017-01-25,G23,0.19,5,cordova-creek,"('cordova-creek', '2017-01-25')"
25810,2017-01-25,G79,1.07,29,cordova-creek,"('cordova-creek', '2017-01-25')"
25811,2017-01-25,G145,0.19,5,cordova-creek,"('cordova-creek', '2017-01-25')"
25812,2017-01-25,G27,0.3,8,cordova-creek,"('cordova-creek', '2017-01-25')"
25813,2017-01-25,G89,0.11,3,cordova-creek,"('cordova-creek', '2017-01-25')"
25814,2017-01-25,G156,0.22,6,cordova-creek,"('cordova-creek', '2017-01-25')"
25815,2017-01-25,G30,0.7,19,cordova-creek,"('cordova-creek', '2017-01-25')"
25816,2017-01-25,G100,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25817,2017-01-25,G177,0.3,8,cordova-creek,"('cordova-creek', '2017-01-25')"
25818,2017-01-25,G35,0.19,5,cordova-creek,"('cordova-creek', '2017-01-25')"
25819,2017-01-25,G199,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25820,2017-01-25,G50,0.07,2,cordova-creek,"('cordova-creek', '2017-01-25')"
25821,2017-01-25,G101,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25822,2017-01-25,G22,0.04,1,cordova-creek,"('cordova-creek', '2017-01-25')"
25823,2017-01-25,G7,0.37,10,cordova-creek,"('cordova-creek', '2017-01-25')"
25824,2017-01-25,G142,0.11,3,cordova-creek,"('cordova-creek', '2017-01-25')"
25825,2017-01-25,G25,0.15,4,cordova-creek,"('cordova-creek', '2017-01-25')"
25826,2017-01-25,G87,0.07,2,cordova-creek,"('cordova-creek', '2017-01-25')"
25827,2017-01-18,G177,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25828,2017-01-18,G79,0.26,7,cordova-creek,"('cordova-creek', '2017-01-18')"
25829,2017-01-18,G21,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25830,2017-01-18,G25,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25831,2017-01-18,G28,0.11,3,cordova-creek,"('cordova-creek', '2017-01-18')"
25832,2017-01-18,G145,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25833,2017-01-18,G35,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25834,2017-01-18,G159,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25835,2017-01-18,G71,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25836,2017-01-18,G182,0.07,2,cordova-creek,"('cordova-creek', '2017-01-18')"
25837,2017-01-18,G87,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25838,2017-01-18,G24,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25839,2017-01-18,G27,0.19,5,cordova-creek,"('cordova-creek', '2017-01-18')"
25840,2017-01-18,G124,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25841,2017-01-18,G32,0.15,4,cordova-creek,"('cordova-creek', '2017-01-18')"
25842,2017-01-18,G156,0.07,2,cordova-creek,"('cordova-creek', '2017-01-18')"
25843,2017-01-18,G65,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25844,2017-01-18,G178,0.07,2,cordova-creek,"('cordova-creek', '2017-01-18')"
25845,2017-01-18,G82,2.63,71,cordova-creek,"('cordova-creek', '2017-01-18')"
25846,2017-01-18,G23,0.07,2,cordova-creek,"('cordova-creek', '2017-01-18')"
25847,2017-01-18,G26,0.11,3,cordova-creek,"('cordova-creek', '2017-01-18')"
25848,2017-01-18,G30,0.41,11,cordova-creek,"('cordova-creek', '2017-01-18')"
25849,2017-01-18,G153,0.04,1,cordova-creek,"('cordova-creek', '2017-01-18')"
25850,2017-01-18,G4,0.07,2,cordova-creek,"('cordova-creek', '2017-01-18')"
25851,2017-01-11,G25,0.11,3,cordova-creek,"('cordova-creek', '2017-01-11')"
25852,2017-01-11,G30,0.19,5,cordova-creek,"('cordova-creek', '2017-01-11')"
25853,2017-01-11,G35,0.07,2,cordova-creek,"('cordova-creek', '2017-01-11')"
25854,2017-01-11,G153,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25855,2017-01-11,G79,0.3,8,cordova-creek,"('cordova-creek', '2017-01-11')"
25856,2017-01-11,G175,0.07,2,cordova-creek,"('cordova-creek', '2017-01-11')"
25857,2017-01-11,G21,0.11,3,cordova-creek,"('cordova-creek', '2017-01-11')"
25858,2017-01-11,G24,0.07,2,cordova-creek,"('cordova-creek', '2017-01-11')"
25859,2017-01-11,G28,0.07,2,cordova-creek,"('cordova-creek', '2017-01-11')"
25860,2017-01-11,G124,0.26,7,cordova-creek,"('cordova-creek', '2017-01-11')"
25861,2017-01-11,G33,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25862,2017-01-11,G7,0.11,3,cordova-creek,"('cordova-creek', '2017-01-11')"
25863,2017-01-11,G172,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25864,2017-01-11,G182,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25865,2017-01-11,G23,0.15,4,cordova-creek,"('cordova-creek', '2017-01-11')"
25866,2017-01-11,G27,0.52,14,cordova-creek,"('cordova-creek', '2017-01-11')"
25867,2017-01-11,G101,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25868,2017-01-11,G32,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25869,2017-01-11,G4,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25870,2017-01-11,G156,0.11,3,cordova-creek,"('cordova-creek', '2017-01-11')"
25871,2017-01-11,G82,1.04,28,cordova-creek,"('cordova-creek', '2017-01-11')"
25872,2017-01-11,G178,0.07,2,cordova-creek,"('cordova-creek', '2017-01-11')"
25873,2017-01-11,G211,0.04,1,cordova-creek,"('cordova-creek', '2017-01-11')"
25874,2017-01-04,G145,0.15,4,cordova-creek,"('cordova-creek', '2017-01-04')"
25875,2017-01-04,G25,0.3,8,cordova-creek,"('cordova-creek', '2017-01-04')"
25876,2017-01-04,G80,0.11,3,cordova-creek,"('cordova-creek', '2017-01-04')"
25877,2017-01-04,G156,0.07,2,cordova-creek,"('cordova-creek', '2017-01-04')"
25878,2017-01-04,G3,0.63,17,cordova-creek,"('cordova-creek', '2017-01-04')"
